,id,transcription,file,len,OCEAN,scenario,seat,speaker,num_discourse
10128,"['BP', 'L02', '006', '0022']",여기 아까 그 지역 축제에 1등 아이유가 여기로 오는 구나,42,10,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,22
10129,"['BP', 'L03', '007', '0015']",어 좋다,42,2,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,15
10130,"['BP', 'L01', '005', '0009']",그러면 아까 나름대로 그 가수로 잘 설정을 해놨네,42,8,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,9
10131,"['BP', 'L02', '006', '0023']",보아는 보아는 알죠,42,3,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,23
10132,"['BP', 'L04', '008', '0010']",모르면 슬플 것 같은데,42,4,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,10
10133,"['BP', 'L02', '006', '0024']",보아 알아요?,42,2,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,24
10134,"['BP', 'L04', '008', '0011']",요즘 애들 모를 것 같아,42,5,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,11
10135,"['BP', 'L03', '007', '0016']",요즘 애들은 모르죠. 저희는 요즘 애들 아니라서,42,7,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,16
10136,"['BP', 'L04', '008', '0012']",저희 그래도 MZ 아닌가요?,42,4,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,12
10137,"['BP', 'L01', '005', '0010']",이제 밑에 애들은 MZ 말고 아예 파쇄된 거야? 그렇게 얘기하던데,42,10,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,10
10138,"['BP', 'L01', '005', '0011']",술 팔까요?,42,2,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,11
10139,"['BP', 'L04', '008', '0013']",아 뭔가 술이,42,3,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,13
10140,"['BP', 'L01', '005', '0013']",아 근데,42,2,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,13
10141,"['BP', 'L01', '005', '0014']",아니야 진학 진학 관련이니까,42,4,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,14
10142,"['BP', 'L02', '006', '0025']",그러니까 진학부스에서,42,2,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,25
10143,"['BP', 'L03', '007', '0017']",진학부스에서 먹을 수 있는 걸 같이 팔아야 되지 않을까요?,42,9,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,17
10144,"['BP', 'L02', '006', '0026']",알코올 알코올,42,2,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,26
10145,"['BP', 'L01', '005', '0015']",뭐 약간 무알콜 그러면,42,4,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,15
10146,"['BP', 'L03', '007', '0018']",그러면 칵테일,42,2,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,18
10147,"['BP', 'L01', '005', '0016']",칵테일 그런,42,2,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,16
10148,"['BP', 'L02', '006', '0027']",아니 잠깐만 여기 탕후루 팔면 되잖아요,42,6,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,27
10149,"['BP', 'L04', '008', '0014']",오,42,1,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,14
10150,"['BP', 'L01', '005', '0017']",탕후루 저기 없어요?,42,3,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,17
10151,"['BP', 'L02', '006', '0028']",탕후루,42,1,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,28
10152,"['BP', 'L01', '005', '0018']",어 탕후루 없다,42,3,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,18
10153,"['BP', 'L02', '006', '0029']",탕후루 끝났다,42,2,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,29
10154,"['BP', 'L02', '006', '0030']",탕후루 탕후루면 됩니다,42,3,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,30
10155,"['BP', 'L01', '005', '0019']",그럼 탕후루에 맥주 파시죠?,42,4,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,19
10156,"['BP', 'L02', '006', '0031']",맞아 탕후루에 맥주,42,3,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,31
10157,"['BP', 'L02', '006', '0032']",탕후루가 분식집 옆에 있으면 좋겠네,42,5,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,32
10158,"['BP', 'L01', '005', '0021']",보아는 알려나 근데,42,3,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,21
10159,"['BP', 'L01', '005', '0022']",어 마라탕,42,2,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,22
10160,"['BP', 'L04', '008', '0015']",아 지금 배고픈 것 같아요,42,5,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,15
10161,"['BP', 'L02', '006', '0033']",그러니까 지금 점심시간이라,42,3,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,33
10162,"['BP', 'L01', '005', '0023']",꼬치류도 괜찮겠네요,42,2,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,23
10163,"['BP', 'L04', '008', '0016']",꼬치 뭐 닭꼬치 이런 거,42,5,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,16
10164,"['BP', 'L01', '005', '0024']",네 닭꼬치 떡꼬치,42,3,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,24
10165,"['BP', 'L01', '005', '0025']",여기 지금 탕후루는 없네요,42,4,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,25
10166,"['BP', 'L04', '008', '0017']",탕후루가 완전 킥인 것 같아요,42,5,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,17
10167,"['BP', 'L01', '005', '0026']",완전 괜찮아,42,2,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,26
10168,"['BP', 'L04', '008', '0018']",20대 초반 여기 25살까지는 탕후루 좋아하시지 않나,42,7,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,18
10169,"['BP', 'L02', '006', '0034']",그렇죠 그렇죠,42,2,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,34
10170,"['BP', 'L01', '005', '0027']",저는 아니지만,42,2,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,27
10171,"['BP', 'L03', '007', '0019']",어른들도 한두 번 먹어보지 않을까,42,5,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,19
10172,"['BP', 'L02', '006', '0035']",궁금하다 이러면서,42,2,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,35
10173,"['BP', 'L02', '006', '0036']",그리고 꼭 이런 데 이제 부부 이렇게 오셔가지고 엄마들이 꼭 이거 한번 새로운 거 먹어보자 할 수 있으니까 탕후루 아빠들이 이제 화내고,42,22,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,36
10174,"['BP', 'L04', '008', '0019']",그리고 뭔가 어린이 놀이터도 있는 거 보니까 아기들도 올 것 같아서,42,11,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,19
10175,"['BP', 'L02', '006', '0037']",그래서 탕후루는 붕어빵 옆집이면 좋을 것 같고 술은 햄버거 옆집 좋을 것 같고,42,13,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,37
10176,"['BP', 'L04', '008', '0020']",좋은 것 같습니다,42,3,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,20
10177,"['BP', 'L04', '008', '0021']",술 종류는 맥주만 파시는 거예요 그러면,42,6,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,21
10178,"['BP', 'L02', '006', '0038']",맥주를 종류별로,42,2,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,38
10179,"['BP', 'L01', '005', '0028']",많이 팔 필요 없을 것 같아요. 그냥 한 가지로 이렇게,42,10,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,28
10180,"['BP', 'L03', '007', '0020']",한 가지 아쉬운데,42,3,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,20
10181,"['BP', 'L02', '006', '0039']",흑맥주,42,1,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,39
10182,"['BP', 'L01', '005', '0029']",그러면 그거 어때요? 이제 맥주를 시키는데 500원을 추가하면 이제 소주를 넣어주고,42,11,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,29
10183,"['BP', 'L02', '006', '0040']",뭐야 샷 추가야 뭐야 소주 샷추가,42,6,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,40
10184,"['BP', 'L01', '005', '0030']",생활맥주에서는 술 이렇게 엄청 큰 페트병이 있는 거 그거 타서 주세요 그 원하면,42,13,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,30
10185,"['BP', 'L01', '005', '0031']",소주 타 주세요 그러면 무료로,42,5,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,31
10186,"['BP', 'L04', '008', '0022']",어 무료에요?,42,2,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,22
10187,"['BP', 'L01', '005', '0032']",네 무료에요,42,2,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,32
10188,"['BP', 'L04', '008', '0023']",생활맥주 좋은 곳이었네요?,42,3,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,23
10189,"['BP', 'L01', '005', '0033']",그럼 생활맥주에서 모티브해서 금방 취하고 싶으신 분들 타 드립니다,42,9,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,33
10190,"['BP', 'L04', '008', '0024']",취한 사람도 있고 입시 상담도 하고,42,6,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,24
10191,"['BP', 'L02', '006', '0041']",그러니까,42,1,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,41
10192,"['BP', 'L04', '008', '0025']",놀이터도 있고,42,2,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,25
10193,"['BP', 'L01', '005', '0034']",막장이다,42,1,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,34
10194,"['BP', 'L04', '008', '0026']",무슨 축제지,42,2,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,26
10195,"['BP', 'L04', '008', '0027']",그럼 맥주랑 소주는,42,3,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,27
10196,"['BP', 'L01', '005', '0035']",그러면 1순위가 탕후루인가요?,42,3,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,35
10197,"['BP', 'L04', '008', '0028']",저는 1순위 탕후루 괜찮은 것 같습니다.,42,6,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,28
10198,"['BP', 'L02', '006', '0042']",근데 탕후루 어떻게 해 알바생 어떻게 해?,42,7,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,42
10199,"['BP', 'L01', '005', '0037']",제가 해야죠,42,2,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,37
10200,"['BP', 'L04', '008', '0029']",사장님이요,42,1,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,29
10201,"['BP', 'L01', '005', '0038']",사장님이 직접 하고 옆에 알바생,42,5,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,38
10202,"['BP', 'L02', '006', '0043']",내가 사장이라고 했을 때 저는 탕후루 포기요.,42,7,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,43
10203,"['BP', 'L03', '007', '0021']",계속 팔팔 끓이고 있어야 되잖아,42,5,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,21
10204,"['BP', 'L02', '006', '0045']",너무 힘들어,42,2,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,45
10205,"['BP', 'L04', '008', '0030']",그쵸,42,1,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,30
10206,"['BP', 'L01', '005', '0040']",날씨는 또 안 나오네 여기,42,5,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,40
10207,"['BP', 'L02', '006', '0046']",탕후루가 그 사람들이 많이 살 것 같은데 그렇게 치면 이제 인건비도 필요하고 알바도 있어야 되니까,42,15,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,46
10208,"['BP', 'L04', '008', '0031']",맞아 맞아,42,2,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,31
10209,"['BP', 'L01', '005', '0041']",그럼 그냥 술 팔까요?,42,4,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,41
10210,"['BP', 'L02', '006', '0047']",술이 최고다,42,2,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,47
10211,"['BP', 'L01', '005', '0042']",21세에서 56세까지 봤을 때 제일,42,5,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,42
10212,"['BP', 'L02', '006', '0048']",맞아요. 모두가 사 먹을 수 있는,42,6,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,48
10213,"['BP', 'L01', '005', '0043']",87%거든요. 인원대별 수들 다 계산해보면 제일 많은 시간대 15시에,42,9,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,43
10214,"['BP', 'L03', '007', '0022']",낮술 하는 거죠,42,3,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,22
10215,"['BP', 'L01', '005', '0044']",거의 90%가 오니까 괜찮을 것 같아요 이 때서부터 팔아도,42,9,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,44
10216,"['BP', 'L04', '008', '0032']",언제부터요?,42,1,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,32
10217,"['BP', 'L01', '005', '0045']",15시에서부터 이렇게 술을 팔아도 사실 금방 치고 빠져나가기도 괜찮지,42,9,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,45
10218,"['BP', 'L01', '005', '0046']",낮술은 보통 잘 안 하는 데,42,6,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,46
10219,"['BP', 'L04', '008', '0033']",뭔가 여름이면 저는 낮부터 파는 게 좋을 것 같아요,42,9,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,33
10220,"['BP', 'L01', '005', '0047']",아니면 낮에는 뭐 약간 그런 거 팔고 밤에는 술 팔고,42,10,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,47
10221,"['BP', 'L04', '008', '0034']",갑자기 탕후루 팔다가 술 팔고?,42,5,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,34
10222,"['BP', 'L02', '006', '0049']",괜찮다.,42,1,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,49
10223,"['BP', 'L03', '007', '0023']",원래 대학 축제 같은 데 가면 그런 막 좀비 하면 피 색 그런 거 팔잖아요,42,15,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,23
10224,"['BP', 'L04', '008', '0035']",아 막 블러드 아,42,4,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,35
10225,"['BP', 'L01', '005', '0048']",아 약간 칵테일 그런거요?,42,4,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,48
10226,"['BP', 'L03', '007', '0024']",낮에는 약간 그런 거 팔고,42,5,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,24
10227,"['BP', 'L04', '008', '0036']",낮에는 약간 음료,42,3,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,36
10228,"['BP', 'L03', '007', '0025']",아침엔,42,1,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,25
10229,"['BP', 'L01', '005', '0049']",이색음료,42,1,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,49
10230,"['BP', 'L01', '005', '0050']",그리고 밤에 시간이 8시간이,42,4,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,50
10231,"['BP', 'L03', '007', '0026']",둘 다 팔죠,42,3,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,26
10232,"['BP', 'L03', '007', '0027']",커피도 없다 여기 근데 커피,42,5,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,27
10233,"['BP', 'L04', '008', '0037']",어 커피,42,2,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,37
10234,"['BP', 'L04', '008', '0038']",커피가 없구나,42,2,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,38
10235,"['BP', 'L01', '005', '0051']",그럼 낮에는 커피 밤에 술 팔까요,42,6,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,51
10236,"['BP', 'L03', '007', '0028']",오,42,1,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,28
10237,"['BP', 'L02', '006', '0050']",버블티 가게에 커피 있는 거 아닌가?,42,6,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,50
10238,"['BP', 'L03', '007', '0029']",버블티가 있어요?,42,2,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,29
10239,"['BP', 'L02', '006', '0051']",네,42,1,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,51
10240,"['BP', 'L04', '008', '0039']",동쪽,42,1,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,39
10241,"['BP', 'L03', '007', '0030']",아 버블티,42,2,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,30
10242,"['BP', 'L01', '005', '0052']",아 버블티 호불호 심해,42,4,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,52
10243,"['BP', 'L03', '007', '0031']",아아가 있어요?,42,2,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,31
10244,"['BP', 'L01', '005', '0053']",전 버블티 집 가서 버블 빼달라고 그래요.,42,7,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,53
10245,"['BP', 'L04', '008', '0041']",그럼 왜 드시는 거죠?,42,4,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,41
10246,"['BP', 'L01', '005', '0054']",타로 밀크티만,42,2,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,54
10247,"['BP', 'L01', '005', '0055']",정해진 것 같은데요. 우선은 근데 물장사가 짱인 것 같긴 합니다,42,10,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,55
10248,"['BP', 'L02', '006', '0053']",커피랑 술이,42,2,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,53
10249,"['BP', 'L04', '008', '0042']",그 위치는요?,42,2,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,42
10250,"['BP', 'L03', '007', '0032']",북쪽인가 남쪽인가,42,2,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,32
10251,"['BP', 'L01', '005', '0056']",북쪽 남쪽,42,2,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,56
10252,"['BP', 'L02', '006', '0054']",근데 북쪽이든 남쪽이든 어디든 목 막힐 메뉴밖에 없어서 어디든 괜찮긴 한데,42,11,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,54
10253,"['BP', 'L01', '005', '0057']",북쪽에는 근데 음료가 있으니까,42,4,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,57
10254,"['BP', 'L03', '007', '0033']",음료가 있으니까.,42,2,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,33
10255,"['BP', 'L02', '006', '0055']",근데 북쪽도 괜찮은 게 메인 무대에 가기 전에,42,8,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,55
10256,"['BP', 'L03', '007', '0034']",음료랑 경쟁하는 거야 우리가,42,4,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,34
10257,"['BP', 'L02', '006', '0056']",아 음료가 있네 위에?,42,4,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,56
10258,"['BP', 'L01', '005', '0058']",네 바로 밑에 있어요,42,4,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,58
10259,"['BP', 'L03', '007', '0035']",경쟁을 해야 됩니다. 경쟁이 치열한 데래요 여기,42,7,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,35
10260,"['BP', 'L02', '006', '0057']",경쟁은 저 하고 싶지 않고,42,5,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,57
10261,"['BP', 'L03', '007', '0036']",경쟁 사회에요 저희,42,3,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,36
10262,"['BP', 'L02', '006', '0058']",아니에요 남쪽이 좋을 것 같아요,42,5,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,58
10263,"['BP', 'L03', '007', '0037']",그래 자리를 잡고 먹으라고 하자,42,5,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,37
10264,"['BP', 'L02', '006', '0059']",그러니까,42,1,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,59
10265,"['BP', 'L04', '008', '0043']",학생들도 커피는 많이 드실 것 같아요,42,6,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,43
10266,"['BP', 'L01', '005', '0059']",남쪽에서 낮에는 커피 먹고,42,4,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,59
10267,"['BP', 'L03', '007', '0038']",그래 사람들이 결국은 메인 무대를 가긴 할 거니까 지나는 가야 되잖아요,42,11,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,38
10268,"['BP', 'L02', '006', '0060']",그렇죠 남쪽이든 북쪽이든,42,3,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,60
10269,"['BP', 'L03', '007', '0039']",네 그러니까 남쪽이 좋은 것 같네요. 남쪽에서 낮에는 커피 밤에는 술을 파는 거죠,42,13,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,39
10270,"['BP', 'L01', '005', '0060']",빨리 가서 장사하고 싶은 데요?,42,5,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,60
10271,"['BP', 'L01', '005', '0061']",돈 많이 벌겠다,42,3,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,61
10272,"['BP', 'L04', '008', '0045']",일단 아이유 온다고 그러면 저는 무조건 이 축제 가서 장사할 것 같긴 해요,42,13,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,45
10273,"['BP', 'L04', '008', '0046']",무조건,42,1,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,46
