OCEAN,instruction,transcription
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",먹고 치우고
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아침에 막걸리 먹이고 점심에 맥주 먹이고 저녁에 소주 먹이고
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",와 대박이겠다 다음 날
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그리고 숙취가 진짜
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",다음 날 못 일어나가지고 이제 집으로 못 돌아가고
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",비행기 놓침 비행기 놓침
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 1박 2일 동안 카테고리를 체험할 거 먹일 거 뭐 볼 거 이렇게 해서 정한 다음에 그 중에서 뭐 고르면 될 것 같은데
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",먹을 거
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",먹을 거 아까 삼겹살
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",비빔밥
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",어
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",비빔밥 엄청 좋아하더라고요
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",진짜요?
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",신기할 것 같아 아침에 비빔밥
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 약간 그게 짱 아니에요 볶음밥
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 삼겹살 볶음 볶음밥
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 맛있겠다
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그건 또 삼겹살 세트니까
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",세트로 묶을까요?
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",삼겹살에 세트로 와 진짜 배고프다
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아침을 뭘 먹일까요?
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",비빔밥
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",일단 왔어 비빔밥
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그리고 이제 놀리고 싶을 때 닭발 이런 거 주면
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",돼지껍데기 막 이런거
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",곱창 닭발 이런 거 주면
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",디진다 돈까스 이런 데서
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",남산 좋다 남산
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",친구 싫어하는 거 아니에요?
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",남산 좋다
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",남산도 좋다
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",어 남산
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",뭐 남산 명동 갔다가 안국역 가고 이런 식으로도
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",자물쇠 이렇게 하고
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",남자친구인가요?
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 좋겠다.
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",케이팝 체험 이런 거 시키고
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",체험이 뭐가 있지?
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",어디 가야 하지
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",댄스 스튜디오 이런 거 가지고 스우파 이런 거에서 나오는데 가서 춤추고 오라고 하고
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 일단 비빔밥을 먹어 그리고 남산에 가서
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",소화 좀 시키고
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",산책을 하고 자물쇠를 걸고 내려와서 돈가스를 먹어
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",남산 돈가스
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",남산 돈가스
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",어때요?
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",돈가스는 근데 더 외국에서 더 많이 먹지 않나
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 빼
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러면 남산에 굳이 가지 마?
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 남산은 제가 봤을 때 멀리서 봐야 예쁜 것 같아요 가기 보다
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 점심 어디 가요?
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",어디 이태원 다리 위 이런 데서 남산 보면 야경으로
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",밥 비빔밥을 먹었어요 일단
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아니면 궁 체험 하러 가실 까요?
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",경복궁 한복 입고 경복궁?
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",남산은 저녁에 가도 야경이 예쁘니까
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 경복궁 야간 체험 어때요?
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 나도 야간을 생각해서 경복궁
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",왜냐하면 이게 엄청 핫하다고
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",티켓팅
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",들어서
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",티켓팅 못해줄 것 같은데
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",어떻게 성공하는 걸로 하자
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",냉정해
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",성공하는 걸로
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러면
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",성공하는 걸로
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",내가 이 친구의 경복궁 티켓팅까지는
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",경복궁 바로 옆에 갤러리가 많아요.
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",맞아요. 맞아요.
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",시립미술관 아 뭐지?
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",있어요 있어요
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네 그것도 있고 옷도 있고 주변에 쫙 깔려 있어가지고
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",현대미술 어쩌고
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 맞아 현대미술관 현대미술관
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그래 미술관을 먼저 가고 경복궁 빔에 가자
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그리고 미술관 옆에서 조금 또 나아가면 막 카페 거리 막 이런 데
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",맞아 카페도 가야 돼 카페도 가
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",북촌
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",거기 북촌 카페 거리에요.
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",맞아요. 북촌
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",브런치 먹으러 가야 되는 거 아니야
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",삼청동이랑 북촌이랑 슥 보면 밤 될 것 같아요
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",북촌 삼청동
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",거기서 뭐 기념품도 살 거 있으면 사고
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",삼청동
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",오후에 미술관이랑 삼청동 가고
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",점심 뭐 먹나요?
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",삼겹살이요 아 밤에 먹일까
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저녁에 삼겹살 아니에요?
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",삼겹살 밤에 먹죠
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",소주랑 먹어야 되니까
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그래 그래 밤에 밤에 삼겹살
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",점심
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",점심?
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",약간 좀 LA 갈비?
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",LA에서 왔으면 어떡해
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",LA 갈비를 약간 우리나라 방식으로 이제 또 하는 거니까
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아니면 1박 2일이니까 오마카세 한번 데리고 가도 괜찮지 않을까요?
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",한우 오마카세
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",돈 누가 내요?
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",외국인 친구가 써야지
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 왜 오마카세에요?
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",우리 사심 채워
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",대접 실컷 해주고 이제 얘네 나라 갔을 때 나 대접 실컷 해 달라고
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러면 그럼 적당한 걸로 하자
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그니까 그럼 오마카세 안돼
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",안돼요?
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",내가 안 갈 수도 있으니까 그 사람의 나라에
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",얘는 돈이 많고 난 적을 수 있으니까
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러면 얘가 사라고 해야지
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그렇게 해
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아니 1박 2일이라 좀 최고의 대접을 하면서 너무 짜치지 않는
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",점심 오마카세
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",한우 오마카세에요 일식 오마카세에요?
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",전 한우
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아무래도 한국이니까 한우 오마카세
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네 한우 오마카세
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",먹고 이제 경복궁을 가야지
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",경복궁 야간 체험
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",야간 체험을 해
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그래서 사진을 막 찍고
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그 밥 먹고 가는
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 저녁은 저녁은 삼겹살이야? 점심에 소고기 먹고?
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 그러네
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러게
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",너무 갑자기
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 다음 날 점심에 삼겹살 소주 먹고 그 비행기에서 잘 자라고 하자.
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 그러면 한우 먹고 경복궁 체험 한 3~4시간 하는 거에요?
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아니죠 한우 오마카세 갔다가 보통 카페거리 있는 데 가 가지고 카페에서 커피 슥 먹고
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",조금 내리고
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",조금 구경하면서 수다 좀 떨고 그러다가 이제 시간 되면 경복궁 야간 체험 가 가지고 야간 체험 하고
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",한복 입히고
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",한복도 입고 그러면 3시간 2~3시간 지날 것 같은데 왜냐하면 외국인들은 자세히 보더라고요 우리는 이렇게 슥 보는데
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",거의 막 무슨 안에 들어갈 기세로 보던데
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",8시에 도착
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러면 하루 먹이고 경복 카페거리 갔다가 체험시키고 그럼 저녁
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",청국장 이런 거 먹여요?
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",좋아요
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",완전 한식
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",김치찌개 청국장 이런 거
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",김치찌개 김치를 먹게 해줘야 되겠다
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러네
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",김치찌개 좋은 것 같습니다
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",김치찌개 소주 먹이고
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그 다음에 여기서 한 번 또 한강 뭐 이런 데
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",오 한강 좋다
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",한강 좋다
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",치킨 치킨 맥주
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 그래 한강에서 다 먹어야 돼
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",배불러 죽는거 아니야
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",치맥 치맥
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",라면 라면 한강 라면
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",라면 라면 원래 여행 가면
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",자전거 한 번 태우고
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",따릉이
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",따릉이 경험시켜줘.
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그 반포대교 데려가서 무지개 분수 나오는 시간에 8시에 끝나거든요
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",오 좋다 좋다
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",8시에 끝나거든요 8시 이전에 갈 수 있을까? 반포대교를
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",바쁘다 진짜
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러니까
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러고 잠 어디서 재워
